true_diff,f_ship,f_ship_matched,b_ship,obs_diff,p
0.004339545952405956,True,True,True,0.02800000000000001,0.0035795374240010012
-0.010480071966003672,False,False,False,-0.005500000000000005,0.5478197992443685
-0.006976056598661256,False,False,False,0.013499999999999998,0.16856331291418225
0.004763988355695696,False,False,False,0.007500000000000007,0.4234517219738112
-0.014318481027051275,False,False,False,-0.016,0.07632361328524782
0.018713406461909846,True,True,True,0.032500000000000015,0.0014880789176141046
0.007906825786135732,False,False,False,0.013999999999999999,0.14783294719613146
0.010563244297012829,True,True,True,0.0305,0.0013537772188938852
-0.011040346856722656,False,False,False,-0.004500000000000004,0.6237377368853438
0.026588461817317954,True,True,True,0.024999999999999994,0.011514937910587485
-0.006046994446399035,False,False,False,-0.007000000000000006,0.44921481515936523
0.0010818029112780246,True,True,True,0.023500000000000007,0.015022010915560312
0.014334892447639696,True,True,True,0.024999999999999994,0.010067662297838977
0.020361509776746868,False,False,False,0.012999999999999998,0.17991202422094577
-0.001667464370783448,False,False,False,-0.02500000000000001,0.008263470665591965
0.0016421788517945314,True,True,True,0.024000000000000007,0.010868755460537293
0.004517931731176544,False,False,False,0.005500000000000005,0.5544642894863744
0.0025082247493380563,False,False,False,0.011499999999999996,0.20551395583804766
-0.009723899510149733,False,False,False,-0.027499999999999997,0.0034085577921480884
0.010601407699413574,False,False,False,0.006000000000000005,0.5359591416925424
-0.006965780110470485,False,False,False,-0.01200000000000001,0.19348826137195718
-0.012005199570634117,False,False,False,-0.023500000000000007,0.00828549537602382
-0.005557934100599479,False,False,False,-0.010000000000000009,0.27738997312603764
0.005426457428478245,False,False,False,0.0155,0.1117010898724729
-0.011481129380441189,False,False,False,-0.02049999999999999,0.027223721370041382
-0.015753131951551903,False,False,False,-0.027499999999999997,0.0026544855646994017
0.010033731165427091,False,False,False,0.01150000000000001,0.24371143689530572
-0.004029133132945398,False,False,False,0.005500000000000005,0.5572073062521403
-0.005707990165728887,True,True,True,0.021500000000000005,0.022361331329473474
0.01874588284085973,True,True,True,0.0325,0.0011311180759916997
-0.00866794943397124,False,False,False,0.0015000000000000013,0.8704192674821662
-0.0014811575728247142,False,False,False,0.011999999999999997,0.2028601020427463
-0.0011223856338222484,False,False,False,-0.009999999999999995,0.2907652792814215
-0.0028647445498072243,False,False,False,-0.008999999999999994,0.3470217099769748
0.02523461355791561,True,True,True,0.04250000000000001,2.9476577039201293e-05
-0.0044516619026424556,False,False,False,0.008499999999999994,0.3420957783249361
0.012454243930077507,False,False,False,0.006500000000000006,0.5065124896923863
0.0006297767336020213,False,False,False,-0.0155,0.10114618686629806
-0.010960928543236121,False,False,False,-0.0025000000000000022,0.789611030335088
0.010700700077421996,False,False,False,0.0175,0.07074235429018207
-0.009207611926956476,False,False,False,-0.0040000000000000036,0.6639395578739327
0.010678086301250483,False,False,False,0.0155,0.1094657832763538
-0.015044872473196517,False,False,False,-0.024999999999999994,0.006232558710942043
-0.009622556349062927,False,False,False,-0.02149999999999999,0.01851140736073873
-0.014269906357442259,False,False,False,-0.02149999999999999,0.0199660563891729
-0.004018710048681016,False,False,False,0.0,1.0
-0.010051799855428423,False,False,False,-0.023000000000000007,0.01465598596127305
-0.0002028816148723555,False,False,False,0.0015000000000000013,0.8730987108115029
0.005594359643956929,False,False,False,0.009999999999999995,0.30023600772340175
0.005812837750783866,False,False,False,0.013499999999999998,0.16418198241401172
-0.004783250084803971,False,False,False,0.005500000000000005,0.5418346828870801
0.00025187112257664634,False,False,False,-0.0050000000000000044,0.5965228624813622
-0.004334997120586193,False,False,False,0.001999999999999988,0.8344687286657886
0.007163406340621119,False,False,False,0.0059999999999999915,0.530710852081454
-0.005046233097158934,False,False,False,-0.011499999999999996,0.20663533293204117
-0.01591467615483224,False,False,False,-0.025499999999999995,0.005215579188181436
-0.00715364994674245,False,False,False,0.00399999999999999,0.6759854986370091
-0.004372190864037569,False,False,False,0.010999999999999996,0.2514360831063249
0.00252684899584432,False,False,False,-0.0025000000000000022,0.7958611395705393
-0.004422960534815472,False,False,False,-0.013999999999999999,0.15292152685517874
-0.014517688276086188,False,False,False,-0.013000000000000012,0.15693306341279112
-0.002274240709486836,False,False,False,-0.006499999999999992,0.4927616916888786
-6.583123779710955e-05,False,False,False,-0.004500000000000004,0.6318168582310262
0.0005566130209973915,False,False,False,0.016,0.09169028154942915
-0.004204964016076626,False,False,False,-0.01200000000000001,0.19560276996533477
-0.009761265699738762,False,False,False,-0.019000000000000003,0.04711659170420264
-0.00022583509189939727,False,False,False,0.013499999999999998,0.15882230356066973
-0.006962717147898003,False,False,False,-0.008500000000000008,0.38404945008117475
-0.006309231094273743,False,False,False,-0.0020000000000000018,0.8315433163374761
0.003990794483695089,False,False,False,0.0050000000000000044,0.591458995148737
0.003110526109256691,False,False,False,0.010000000000000009,0.31023744751507176
0.004112044874861177,False,False,False,-0.009499999999999995,0.32760336115858524
0.015186304204710411,False,False,False,0.01849999999999999,0.0612617031224681
-0.0006700462324210012,False,False,False,0.0040000000000000036,0.6661820572849129
-0.005146031309452946,False,False,False,-0.007500000000000007,0.41583046954505365
0.0017853617688177814,False,False,False,-0.0040000000000000036,0.6646929875616998
-0.012747869963498913,False,False,False,-0.026499999999999996,0.0039529544579645125
0.015946868229804612,True,True,True,0.03549999999999999,0.00022484446141125697
-0.0017772801345532602,False,False,False,-0.0034999999999999892,0.7124830909298443
-0.006270872984578269,False,False,False,0.007499999999999993,0.4054800578159943
0.001282740176572289,False,False,False,-0.0015000000000000013,0.8730987108115029
0.013192070755144896,False,False,False,0.01849999999999999,0.060744139367950194
0.014227097606712513,False,False,False,0.008499999999999994,0.3739465956148361
0.002058067695448531,False,False,False,-0.0005000000000000004,0.958558645766128
0.004645518386301231,False,False,False,0.0025000000000000022,0.7954365489244298
-0.007480825907573724,False,False,False,0.0,1.0
0.0003473450221865741,False,False,False,0.010499999999999995,0.2667799465565258
0.008680204295916304,False,False,False,-0.006499999999999992,0.49467649952114123
-0.003676018571406395,False,False,False,-0.009500000000000008,0.30839801813191514
-0.0033984417245836052,False,False,False,0.005500000000000005,0.5418346828870801
-0.011484093066252268,False,False,False,-0.012499999999999997,0.15802103109998444
0.0058545623014798044,False,False,False,0.017,0.07058435065995254
0.0025545737650905305,False,False,False,-0.0049999999999999906,0.6005749777873493
0.017461721267526084,True,True,True,0.025499999999999995,0.010787045558107057
-0.0011086306263646544,False,False,False,-0.0020000000000000018,0.8372197614397567
0.007153991688782013,False,False,False,0.006999999999999992,0.46836051062814843
-0.006425065571468875,False,False,False,-0.0010000000000000009,0.9151030309626705
-0.0011920280335234905,False,False,False,-0.018000000000000002,0.06555877316391857
0.006327580274090226,True,True,True,0.022000000000000006,0.019286378265833095
-0.01231777837378332,False,False,False,-0.019500000000000003,0.02971271907898135
-0.0002020578438966869,False,False,False,-0.0020000000000000018,0.8315433163374761
-0.007911186116295675,False,False,False,-0.013499999999999998,0.15242743526049793
0.0020767769157133804,False,False,False,-0.0030000000000000027,0.7621956619721725
-0.004940529385540778,False,False,False,-0.025499999999999995,0.0062549535728979
-0.01799994540069662,False,False,False,-0.0315,0.0009595509797126489
-0.0022678959626616204,False,False,False,-0.009000000000000008,0.32943790851708243
0.002602087146255469,False,False,False,-0.0015000000000000013,0.8789013741559228
-0.0011312203924549334,False,False,False,0.006000000000000005,0.5376615246734648
-0.010307477289199634,False,False,False,-0.015,0.09490048451931178
0.002419724284347497,False,False,False,-0.0010000000000000009,0.9151030309626705
-0.007109518798131173,False,False,False,-0.0034999999999999892,0.7130895761653324
-0.003735231327564272,False,False,False,-0.008500000000000008,0.36431503633978124
-0.0027082980738141814,False,False,False,-0.006500000000000006,0.47964159991810484
-0.016183778416511863,False,False,False,-0.0175,0.06895960313125808
0.002511532436235898,False,False,False,0.0005000000000000004,0.9565315039529474
0.010425160387492877,True,True,True,0.033,0.0010949068212580222
0.015444125897219114,True,True,True,0.035500000000000004,0.00032884042401651916
0.00041989208793216084,False,False,False,-0.007499999999999993,0.43274413994041117
0.0005560403830919381,False,False,False,-0.008000000000000007,0.41691837502027396
-0.005162952507353475,False,False,False,-0.007500000000000007,0.4234517219738112
0.01048352021455259,False,False,False,0.004500000000000004,0.6508682106299737
-0.004902030840860976,False,False,False,-0.0015000000000000013,0.8719322059847437
-0.00769955263404297,False,False,False,0.00399999999999999,0.6746477900513189
-0.008825358364794643,False,False,False,-0.006500000000000006,0.4785810806801365
0.0035439606672544055,False,False,False,-0.0050000000000000044,0.5923188238261367
-0.01780378583959319,False,False,False,-0.0025000000000000022,0.7886609874389294
-0.014192780182630016,False,False,False,-0.0175,0.055828860147275366
0.013496076894167507,True,True,True,0.022499999999999992,0.020947685831066962
0.006718112278744584,True,True,True,0.024499999999999994,0.012644722028082537
-0.0015534743586452624,False,False,False,-0.023500000000000007,0.015236241399948749
0.011434529149935077,False,False,False,0.012499999999999997,0.1939232571262478
0.014605396867119026,False,False,False,0.0,1.0
0.005522234103537318,False,False,False,0.007499999999999993,0.42764942886310087
0.007755479906276488,True,True,False,0.020000000000000004,0.03745887534151015
-0.01639518931768649,False,False,False,-0.022999999999999993,0.01206127824895323
-0.009550705562769579,False,False,False,-0.0335,0.00021026196503966862
-0.004610694100577859,False,False,False,0.0040000000000000036,0.67191158851717
0.008529120581701924,False,False,False,-0.00399999999999999,0.6773035688840914
-0.004024898572662817,False,False,False,-0.0020000000000000018,0.8300096564226612
0.0012252433595387228,False,False,False,0.0010000000000000009,0.9162362051617894
0.005502750767690491,False,False,False,0.0059999999999999915,0.5270892568655385
0.006334497521709772,False,False,False,0.009999999999999995,0.2655379833753885
0.0012873013218039956,False,False,False,0.0049999999999999906,0.6029368547399571
0.003629503356094652,False,False,False,0.012500000000000011,0.2032821828791016
-0.010163982091441986,False,False,False,-0.008499999999999994,0.34456537655137776
0.0027218324807353734,False,False,False,-0.0025000000000000022,0.7881802196993312
0.002465958026654714,False,False,False,0.007500000000000007,0.44799762205856253
0.00027270187218120706,True,True,False,0.019500000000000003,0.04049446254291107
-0.0029768303367361756,False,False,False,0.0049999999999999906,0.5973451601668252
-0.006993572400919734,False,False,False,0.003500000000000003,0.7034798810499949
0.0029335677281418656,False,False,False,0.009499999999999995,0.32453635179077
0.011448507820448577,False,False,False,0.009500000000000008,0.30839801813191514
-0.0028871978789085447,False,False,False,-0.013999999999999999,0.140016503197169
0.00945503823449618,False,False,False,-0.0010000000000000009,0.918349686822075
0.01144625737822799,False,False,False,-0.001999999999999988,0.8348217992638057
0.017476021776297725,True,True,True,0.032,0.0011392173589094637
-0.011160143622788672,False,False,False,-0.024000000000000007,0.012529391265920528
0.006065224616949578,False,False,False,0.008999999999999994,0.35116359490471205
-0.0006927490229989116,False,False,False,0.0015000000000000013,0.8728106137224831
0.004455077871367342,False,False,False,0.018500000000000003,0.05608272789115128
-0.0033933943496569008,False,False,False,-0.014499999999999999,0.10509410776468195
0.01525184902503014,False,False,False,0.009500000000000008,0.3365054807492063
0.013132777191845671,False,False,False,0.013500000000000012,0.14206794731333447
-0.006431331450552114,False,False,False,-0.01899999999999999,0.04045032850910884
0.0034016014685963243,False,False,False,-0.008499999999999994,0.3718519794830992
0.0005128001781566743,False,False,False,0.0,1.0
0.0033573780197759568,False,False,False,0.011999999999999997,0.21285089414780656
-0.011406138972077626,False,False,False,-0.0165,0.08503976216570433
0.0036357639268403182,False,False,False,0.00449999999999999,0.6393073002556661
